englishName,monoNameIndex,internalName,nameTag,pickupSize,nameStrId,descriptionStrId,categoryStrId,locationStrId,unitStrId,sizeStrId,isRare,ignoresHole,volume,isCollectible,pickupVolumePenalty,pickupVolume
Yellow Flower,767,FLOWER03_A,,105,OT_OBJ_0768,OT_CMM_0768,OT_CTG_028,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0000616619,TRUE,0.8,0.00004932952
Kiddie Spade,768,SANDSPOT01_B,,202,OT_OBJ_0769,OT_CMM_0769,OT_CTG_017,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0004345942,TRUE,0.5,0.0002172971
Kiddie Rake,769,SANDSPOT02_B,,290,OT_OBJ_0770,OT_CMM_0770,OT_CTG_017,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001283341,TRUE,0.4,0.0005133364
Kiddie Bucket,770,SANDSPOT03_C,,447,OT_OBJ_0771,OT_CMM_0771,OT_CTG_017,OT_MPN_040,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.004680266,TRUE,0.5,0.002340133
Sand Castle,771,SANDSPOT04_C,,911,OT_OBJ_0772,OT_CMM_0772,OT_CTG_042,OT_MPN_040,UI_SYS_062,UI_NIC_013,FALSE,FALSE,0.03969812,TRUE,0.8,0.031758496
Small Takoyaki,772,TAKOBALL01_A,,75,OT_OBJ_0773,OT_CMM_0773,OT_CTG_006,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0000225754,TRUE,0.8,0.00001806032
Takoyaki,773,TAKOBALL02_A,,93,OT_OBJ_0774,OT_CMM_0774,OT_CTG_006,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0000428607,TRUE,0.8,0.00003428856
Big Takoyaki,774,TAKOBALL03_B,,139,OT_OBJ_0775,OT_CMM_0775,OT_CTG_006,OT_MPN_040,UI_SYS_057,UI_NIC_010,TRUE,FALSE,0.0001432739,TRUE,0.8,0.00011461912
Chalk,775,CHOCK01_B,,46,OT_OBJ_0776,OT_CMM_0776,OT_CTG_049,OT_MPN_040,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000052683,TRUE,0.8,0.00000421464
Red Chalk,776,CHOCK02_B,,46,OT_OBJ_0777,OT_CMM_0777,OT_CTG_049,OT_MPN_040,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000052683,TRUE,0.8,0.00000421464
Girl's Graffiti,777,RAKUGAKI01_C,,283,OT_OBJ_0778,OT_CMM_0778,OT_CTG_042,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001188509,TRUE,0.26,0.00030901234
Boy's Graffiti,778,RAKUGAKI02_C,,305,OT_OBJ_0779,OT_CMM_0779,OT_CTG_042,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001496901,TRUE,0.26,0.00038919426
Handcuffs,779,POLIBAND_C,,300,OT_OBJ_0780,OT_CMM_0780,OT_CTG_032,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.00142559,TRUE,0.5,0.000712795
Turkey,780,KOZARA02_C,,814,OT_OBJ_0781,OT_CMM_0781,OT_CTG_004,OT_MPN_041,UI_SYS_070,UI_NIC_013,TRUE,FALSE,0.02829705,TRUE,0.8,0.02263764
Hose Reel,781,HOOS01_C,,852,OT_OBJ_0782,OT_CMM_0782,OT_CTG_010,OT_MPN_034,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.03247419,TRUE,0.8,0.025979352
New Year's Card,782,MAIL01_B,,94,OT_OBJ_0783,OT_CMM_0783,OT_CTG_025,OT_MPN_040,UI_SYS_066,UI_NIC_010,FALSE,FALSE,0.0000441,TRUE,0.26,0.000011466
Postcard,783,MAIL02_B,,94,OT_OBJ_0784,OT_CMM_0784,OT_CTG_025,OT_MPN_040,UI_SYS_066,UI_NIC_010,FALSE,FALSE,0.0000441,TRUE,0.26,0.000011466
Envelope,784,MAIL03_B,,101,OT_OBJ_0785,OT_CMM_0785,OT_CTG_025,OT_MPN_040,UI_SYS_066,UI_NIC_010,FALSE,FALSE,0.00005535,TRUE,0.26,0.000014391
Water Pump Ad,785,KANBAN05_D,,558,OT_OBJ_0786,OT_CMM_0786,OT_CTG_062,OT_MPN_040,UI_SYS_066,UI_NIC_012,FALSE,FALSE,0.009123981,TRUE,0.08,0.00072991848
Fire Hazard Sign,786,KANBAN06_D,,391,OT_OBJ_0787,OT_CMM_0787,OT_CTG_040,OT_MPN_040,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.003134008,TRUE,0.08,0.00025072064
Appliance Billboard,787,KANBAN07_D,Small,480,OT_OBJ_0788,OT_CMM_0788,OT_CTG_062,OT_MPN_040,UI_SYS_066,UI_NIC_012,FALSE,FALSE,0.005795069,TRUE,0.08,0.00046360552
Takoyaki Sign,788,DEMISE03_C,,818,OT_OBJ_0789,OT_CMM_0789,OT_CTG_062,OT_MPN_043,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.02873569,TRUE,0.8,0.022988552
Cream Puff Ad,789,DEMISE04_C,,309,OT_OBJ_0790,OT_CMM_0790,OT_CTG_062,OT_MPN_040,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.001545156,TRUE,0.08,0.00012361248
Sushi Ad,790,DEMISE05_C,,309,OT_OBJ_0791,OT_CMM_0791,OT_CTG_062,OT_MPN_040,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.001545156,TRUE,0.08,0.00012361248
Water Tank Sign,791,WATERTANK02_D,,1947,OT_OBJ_0792,OT_CMM_0792,OT_CTG_063,OT_MPN_049,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.3869117,TRUE,0.8,0.30952936
No Parking!,792,KANBAN08_D,,1477,OT_OBJ_0793,OT_CMM_0793,OT_CTG_063,OT_MPN_040,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1688522,TRUE,0.8,0.13508176
Dustbin,793,DUSTBOX04_C,,530,OT_OBJ_0794,OT_CMM_0794,OT_CTG_009,OT_MPN_033,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.007807964,TRUE,0.8,0.0062463712
Pool Ring,794,UKIWA02_C,Green,890,OT_OBJ_0795,OT_CMM_0795,OT_CTG_031,OT_MPN_045,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.03691232,TRUE,0.8,0.029529856
Pineapple,795,PINEAPPLE_C,,650,OT_OBJ_0796,OT_CMM_0796,OT_CTG_003,OT_MPN_041,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01438696,TRUE,0.8,0.011509568
Swing,796,TREE08B_D,,1501,OT_OBJ_0797,OT_CMM_0797,OT_CTG_050,OT_MPN_044,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.177383,TRUE,0.8,0.1419064
Manhole Cover,797,MANHOLE01_D,,590,OT_OBJ_0798,OT_CMM_0798,OT_CTG_060,OT_MPN_040,UI_SYS_066,UI_NIC_012,FALSE,FALSE,0.0108,TRUE,0.4,0.00432
Florist Fence,798,SAKU04_D,,1903,OT_OBJ_0799,OT_CMM_0799,OT_CTG_058,OT_MPN_041,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.3613908,TRUE,0.4,0.14455632
Air Freshener,799,TOILETAROMA01_B,,209,OT_OBJ_0800,OT_CMM_0800,OT_CTG_021,OT_MPN_039,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0004847629,TRUE,0.8,0.00038781032
Toy Dispenser,800,KAPSELKI01_D,,1094,OT_OBJ_0801,OT_CMM_0801,OT_CTG_061,OT_MPN_043,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.06856458,TRUE,0.8,0.054851664
Toy Capsule,801,KAPSEL01_B,Red,122,OT_OBJ_0802,OT_CMM_0802,OT_CTG_017,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00009625,TRUE,0.8,0.000077
Toy Capsule,802,KAPSEL02_B,Yellow,122,OT_OBJ_0803,OT_CMM_0803,OT_CTG_017,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00009625,TRUE,0.8,0.000077
Toy Capsule,803,KAPSEL03_B,Blue,122,OT_OBJ_0804,OT_CMM_0804,OT_CTG_017,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00009625,TRUE,0.8,0.000077
Yellow Chalk,804,CHOCK03_B,,46,OT_OBJ_0805,OT_CMM_0805,OT_CTG_049,OT_MPN_040,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000052683,TRUE,0.8,0.00000421464
Green Chalk,805,CHOCK04_B,,46,OT_OBJ_0806,OT_CMM_0806,OT_CTG_049,OT_MPN_040,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000052683,TRUE,0.8,0.00000421464
Blue Chalk,806,CHOCK05_B,,46,OT_OBJ_0807,OT_CMM_0807,OT_CTG_049,OT_MPN_040,UI_SYS_058,UI_NIC_009,TRUE,FALSE,0.0000052683,TRUE,0.8,0.00000421464
Thumbtack,807,PIN01_A,,31,OT_OBJ_0808,OT_CMM_0808,OT_CTG_012,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000016132,TRUE,0.8,0.00000129056
Pushpin,808,PIN02_A,Red,35,OT_OBJ_0809,OT_CMM_0809,OT_CTG_012,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000024226,TRUE,0.8,0.00000193808
Pushpin,809,PIN03_A,Green,35,OT_OBJ_0810,OT_CMM_0810,OT_CTG_012,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000024226,TRUE,0.8,0.00000193808
Publisher Sign,810,BUILKANBAN09_E,,28489,OT_OBJ_0811,OT_CMM_0811,OT_CTG_062,OT_MPN_059,UI_SYS_057,UI_NIC_019,FALSE,FALSE,1210.696,TRUE,0.8,968.5568
White Crayon,811,CRAYON01_B,,59,OT_OBJ_0812,OT_CMM_0812,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.000011169,TRUE,0.8,0.0000089352
Black Crayon,812,CRAYON02_B,,37,OT_OBJ_0813,OT_CMM_0813,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000026704,TRUE,0.8,0.00000213632
Red Crayon,813,CRAYON03_B,,42,OT_OBJ_0814,OT_CMM_0814,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000040116,TRUE,0.8,0.00000320928
Pink Crayon,814,CRAYON04_B,,48,OT_OBJ_0815,OT_CMM_0815,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000059957,TRUE,0.8,0.00000479656
Green Crayon,815,CRAYON05_B,,51,OT_OBJ_0816,OT_CMM_0816,OT_CTG_012,OT_MPN_040,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000072098,TRUE,0.8,0.00000576784
Lime Crayon,816,CRAYON06_B,,50,OT_OBJ_0817,OT_CMM_0817,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000068196,TRUE,0.8,0.00000545568
Blue Crayon,817,CRAYON07_B,,50,OT_OBJ_0818,OT_CMM_0818,OT_CTG_012,OT_MPN_040,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.000006706,TRUE,0.8,0.0000053648
Aqua Crayon,818,CRAYON08_B,,54,OT_OBJ_0819,OT_CMM_0819,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.000008375,TRUE,0.8,0.0000067
Purple Crayon,819,CRAYON09_B,,54,OT_OBJ_0820,OT_CMM_0820,OT_CTG_012,OT_MPN_040,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000085659,TRUE,0.8,0.00000685272
Brown Crayon,820,CRAYON10_B,,56,OT_OBJ_0821,OT_CMM_0821,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000094234,TRUE,0.8,0.00000753872
Beige Crayon,821,CRAYON11_B,,51,OT_OBJ_0822,OT_CMM_0822,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000071028,TRUE,0.8,0.00000568224
Ochre Crayon,822,CRAYON12_B,,57,OT_OBJ_0823,OT_CMM_0823,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000101933,TRUE,0.8,0.00000815464
Gold Crayon,823,CRAYON13_B,,59,OT_OBJ_0824,OT_CMM_0824,OT_CTG_012,OT_MPN_033,UI_SYS_058,UI_NIC_010,TRUE,FALSE,0.000011169,TRUE,0.8,0.0000089352
Crayon Box,824,CRAYON14_B,,194,OT_OBJ_0825,OT_CMM_0825,OT_CTG_012,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0003827249,TRUE,0.8,0.00030617992
Die,825,DICE01_A,,28,OT_OBJ_0826,OT_CMM_0826,OT_CTG_018,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000012549,TRUE,0.8,0.00000100392
Financing Ad,826,BUILKANBAN10_E,,27079,OT_OBJ_0827,OT_CMM_0827,OT_CTG_062,OT_MPN_061,UI_SYS_057,UI_NIC_019,FALSE,FALSE,1039.748,TRUE,0.8,831.7984
Appliance Billboard,827,BUILKANBAN11_E,Big,23044,OT_OBJ_0828,OT_CMM_0828,OT_CTG_062,OT_MPN_059,UI_SYS_057,UI_NIC_019,FALSE,FALSE,640.7991,TRUE,0.8,512.63928
Neon Hotel Sign,828,BUILKANBAN12_E,,20450,OT_OBJ_0829,OT_CMM_0829,OT_CTG_035,OT_MPN_053,UI_SYS_057,UI_NIC_019,FALSE,FALSE,447.8506,TRUE,0.8,358.28048
Striped T-Shirt,829,COSTUME03_C,,591,OT_OBJ_0830,OT_CMM_0830,OT_CTG_013,OT_MPN_040,UI_SYS_066,UI_NIC_012,FALSE,FALSE,0.01083937,TRUE,0.5,0.005419685
Briefs,830,COSTUME04_B,,247,OT_OBJ_0831,OT_CMM_0831,OT_CTG_013,OT_MPN_043,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.0007892726,TRUE,0.5,0.0003946363
Over 3m Sign,831,PILONSIDE07_D,,3000,OT_OBJ_0832,OT_CMM_0832,OT_CTG_063,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,1.413818,TRUE,0.01,0.01413818
Over 12m Sign,832,PILONSIDE08_F,,12000,OT_OBJ_0833,OT_CMM_0833,OT_CTG_063,OT_MPN_052,UI_SYS_066,UI_NIC_018,FALSE,FALSE,90.48436,TRUE,0.01,0.9048436
Over 60m Sign,833,PILONSIDE09_G,,60000,OT_OBJ_0834,OT_CMM_0834,OT_CTG_063,OT_MPN_061,UI_SYS_066,UI_NIC_019,FALSE,FALSE,11309.85,TRUE,0.01,113.0985
Open/Closed Sign,834,HOLIDAY_C,,382,OT_OBJ_0835,OT_CMM_0835,OT_CTG_063,OT_MPN_041,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.002928204,TRUE,0.8,0.0023425632
Mom's Rice Bowl,835,RICEBOWL01_B,,255,OT_OBJ_0836,OT_CMM_0836,OT_CTG_008,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0008692273,TRUE,0.8,0.00069538184
Dad's Rice Bowl,836,RICEBOWL02_B,,296,OT_OBJ_0837,OT_CMM_0837,OT_CTG_008,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001366589,TRUE,0.8,0.0010932712
Son's Rice Bowl,837,RICEBOWL03_B,,222,OT_OBJ_0838,OT_CMM_0838,OT_CTG_008,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0005765298,TRUE,0.8,0.00046122384
Ham,838,HAM01_C,,340,OT_OBJ_0839,OT_CMM_0839,OT_CTG_004,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.00206065,TRUE,0.8,0.00164852
Banana,839,BANANA01_B,,214,OT_OBJ_0840,OT_CMM_0840,OT_CTG_003,OT_MPN_040,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.0005149668,TRUE,0.8,0.00041197344
Banana Bunch,840,BANANA02_B,,406,OT_OBJ_0841,OT_CMM_0841,OT_CTG_003,OT_MPN_041,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.00351704,TRUE,0.8,0.002813632
Yellow Paint,841,PAINTCAN01_C,,290,OT_OBJ_0842,OT_CMM_0842,OT_CTG_030,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001280762,TRUE,0.5,0.000640381
Paintbrush,842,PAINTER01_C,Yellow,130,OT_OBJ_0843,OT_CMM_0843,OT_CTG_030,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0001174423,TRUE,0.8,0.00009395384
Mug,843,DRINKCUP02_C,,200,OT_OBJ_0844,OT_CMM_0844,OT_CTG_007,OT_MPN_036,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0004202386,TRUE,0.8,0.00033619088
Sausage,844,HAM02_B,,83,OT_OBJ_0845,OT_CMM_0845,OT_CTG_004,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000306204,TRUE,0.8,0.00002449632
RC Controller,845,RADICON01_C,,301,OT_OBJ_0846,OT_CMM_0846,OT_CTG_043,OT_MPN_033,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0014364,TRUE,0.8,0.00114912
Daughter's Bowl,846,RICEBOWL04_B,,222,OT_OBJ_0847,OT_CMM_0847,OT_CTG_008,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0005765298,TRUE,0.8,0.00046122384
Car Ad,847,BUILKANBAN13_E,,19280,OT_OBJ_0848,OT_CMM_0848,OT_CTG_062,OT_MPN_059,UI_SYS_057,UI_NIC_018,FALSE,FALSE,375.2551,TRUE,0.8,300.20408
Caricature,848,PICTURE02_C,,393,OT_OBJ_0849,OT_CMM_0849,OT_CTG_042,OT_MPN_037,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.00318182,TRUE,0.8,0.002545456
Green Tea (Can),849,DRINKCAN02_B,,170,OT_OBJ_0850,OT_CMM_0850,OT_CTG_007,OT_MPN_034,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0002581146,TRUE,0.5,0.0001290573
Coffee (Can),850,DRINKCAN03_B,,170,OT_OBJ_0851,OT_CMM_0851,OT_CTG_007,OT_MPN_034,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0002581146,TRUE,0.5,0.0001290573
Soda,851,DRINKCAN04_B,,170,OT_OBJ_0852,OT_CMM_0852,OT_CTG_007,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0002581146,TRUE,0.8,0.00020649168
Panda Balloon,852,BALLOON09_F,,16772,OT_OBJ_0853,OT_CMM_0853,OT_CTG_076,OT_MPN_052,UI_SYS_057,UI_NIC_018,FALSE,FALSE,247.0609,TRUE,0.5,123.53045
Biker Flag,853,ZOKUFLAG_D,,1139,OT_OBJ_0854,OT_CMM_0854,OT_CTG_054,OT_MPN_043,UI_SYS_058,UI_NIC_013,FALSE,FALSE,0.07747342,TRUE,0.8,0.061978736
Deer Head,854,DEERHEAD_C,,1057,OT_OBJ_0855,OT_CMM_0855,OT_CTG_034,OT_MPN_051,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.06198564,TRUE,0.8,0.049588512
Teapot,855,9SU01_B,,287,OT_OBJ_0856,OT_CMM_0856,OT_CTG_007,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001250479,TRUE,0.8,0.0010003832
Large Milk Carton,856,MILKPACK01_C,,250,OT_OBJ_0857,OT_CMM_0857,OT_CTG_007,OT_MPN_036,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.0008232,TRUE,0.5,0.0004116
Milk Bottle,857,MILKBIN01_B,,199,OT_OBJ_0858,OT_CMM_0858,OT_CTG_007,OT_MPN_038,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.000417447,TRUE,0.5,0.0002087235
Coffee Milk,858,MILKBIN02_B,,199,OT_OBJ_0859,OT_CMM_0859,OT_CTG_007,OT_MPN_040,UI_SYS_058,UI_NIC_010,TRUE,FALSE,0.000417447,TRUE,0.5,0.0002087235
Round Table,859,TABLE02_E,,1500,OT_OBJ_0860,OT_CMM_0860,OT_CTG_024,OT_MPN_045,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.1768229,TRUE,0.8,0.14145832
Crane (L),860,CRANE02B_G,,111350,OT_OBJ_0861,OT_CMM_0861,OT_CTG_016,OT_MPN_058,UI_SYS_067,UI_NIC_019,FALSE,FALSE,72290.2,TRUE,0.8,57832.16
Butter,861,BUTTER01_C,,254,OT_OBJ_0862,OT_CMM_0862,OT_CTG_008,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0008676228,TRUE,0.8,0.00069409824
Doi Residence,862,OUCHI10_F,,14811,OT_OBJ_0863,OT_CMM_0863,OT_CTG_055,OT_MPN_059,UI_SYS_062,UI_NIC_018,FALSE,FALSE,170.1297,TRUE,0.8,136.10376
Toolbox,863,KOUGUBOX01_C,,567,OT_OBJ_0864,OT_CMM_0864,OT_CTG_030,OT_MPN_038,UI_SYS_064,UI_NIC_012,FALSE,FALSE,0.009575997,TRUE,0.8,0.0076607976
Kitchen Knife,864,KNIFE01_C,,128,OT_OBJ_0865,OT_CMM_0865,OT_CTG_008,OT_MPN_036,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0001102543,TRUE,0.8,0.00008820344
Butcher's Knife,865,KNIFE02_C,,357,OT_OBJ_0866,OT_CMM_0866,OT_CTG_008,OT_MPN_036,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.002401978,TRUE,0.8,0.0019215824
Marmalade,866,JAM02_C,,140,OT_OBJ_0867,OT_CMM_0867,OT_CTG_008,OT_MPN_034,UI_SYS_057,UI_NIC_010,FALSE,FALSE,,TRUE,0.8,0
Square Dish,867,DISH02_C,,240,OT_OBJ_0868,OT_CMM_0868,OT_CTG_008,OT_MPN_033,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.0007279999,TRUE,0.8,0.00058239992
,868,BGMONSTER_G,,710281,OT_OBJ_0869,OT_CMM_0869,,,UI_SYS_058,,FALSE,FALSE,18762360,FALSE,0.8,15009888
Soy Sauce Pack,869,SOYFISH_A,,56,OT_OBJ_0870,OT_CMM_0870,OT_CTG_019,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0000093283,TRUE,0.8,0.00000746264
Thermometer,870,THERMOSTICK_B,,49,OT_OBJ_0871,OT_CMM_0871,OT_CTG_041,OT_MPN_033,UI_SYS_058,UI_NIC_009,FALSE,FALSE,0.0000063384,TRUE,0.8,0.00000507072
Water Pistol,871,WATERGUN01_B,,191,OT_OBJ_0872,OT_CMM_0872,OT_CTG_039,OT_MPN_034,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0003694954,TRUE,0.5,0.0001847477
Jumboman,872,BGUL_G,,366448,OT_OBJ_0873,OT_CMM_0873,,,UI_SYS_057,,FALSE,FALSE,2576535,FALSE,0.8,2061228
Cherry Tree,873,HOMEFIELD02_C,Small,686,OT_OBJ_0874,OT_CMM_0874,OT_CTG_027,OT_MPN_040,UI_SYS_058,UI_NIC_012,FALSE,TRUE,0.01697124,TRUE,0.8,0.013576992
Cucumber Plant,874,HOMEFIELD03_C,,853,OT_OBJ_0875,OT_CMM_0875,OT_CTG_027,OT_MPN_034,UI_SYS_058,UI_NIC_013,FALSE,TRUE,0.03250506,TRUE,0.8,0.026004048
Eggplant,875,HOMEFIELD04_C,Plant,853,OT_OBJ_0876,OT_CMM_0876,OT_CTG_027,OT_MPN_034,UI_SYS_058,UI_NIC_013,FALSE,TRUE,0.03250506,TRUE,0.8,0.026004048
Kagami-mochi,876,KAGAMIMOCHI01_B,,352,OT_OBJ_0877,OT_CMM_0877,OT_CTG_006,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.002302728,TRUE,0.8,0.0018421824
Bear Carving,877,WOODYBEAR_C,,840,OT_OBJ_0878,OT_CMM_0878,OT_CTG_020,OT_MPN_045,UI_SYS_065,UI_NIC_013,FALSE,FALSE,0.03109547,TRUE,0.8,0.024876376
Stamp,878,STAMP01_A,,20,OT_OBJ_0879,OT_CMM_0879,OT_CTG_025,OT_MPN_033,UI_SYS_066,UI_NIC_009,FALSE,FALSE,0.0000004253,TRUE,0.8,0.00000034024
Big Pylon,879,PILON06_D,,3000,OT_OBJ_0880,OT_CMM_0880,OT_CTG_040,OT_MPN_052,UI_SYS_057,UI_NIC_015,FALSE,FALSE,1.413863,TRUE,0.01,0.01413863
Wild Pylon,880,PILON07_F,,12000,OT_OBJ_0881,OT_CMM_0881,OT_CTG_040,OT_MPN_052,UI_SYS_057,UI_NIC_018,FALSE,FALSE,90.48722,TRUE,0.01,0.9048722
Super Pylon,881,PILON08_G,,60000,OT_OBJ_0882,OT_CMM_0882,OT_CTG_040,OT_MPN_061,UI_SYS_057,UI_NIC_019,FALSE,FALSE,11310.1,TRUE,0.01,113.101
Cow Umbrella,882,PARASOL03_E,,5610,OT_OBJ_0883,OT_CMM_0883,OT_CTG_031,OT_MPN_051,UI_SYS_058,UI_NIC_016,TRUE,FALSE,9.249443,TRUE,0.8,7.3995544
Dishwashing Liquid,883,CLEANSER01_C,,332,OT_OBJ_0884,OT_CMM_0884,OT_CTG_010,OT_MPN_036,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.001932936,TRUE,0.8,0.0015463488
Kato Residence,884,OUCHI11_F,,13492,OT_OBJ_0885,OT_CMM_0885,OT_CTG_055,OT_MPN_052,UI_SYS_062,UI_NIC_018,FALSE,FALSE,128.608,TRUE,0.8,102.8864
Hyodo Residence,885,OUCHI12_F,,15898,OT_OBJ_0886,OT_CMM_0886,OT_CTG_055,OT_MPN_052,UI_SYS_062,UI_NIC_018,FALSE,FALSE,210.4181,TRUE,0.8,168.33448
Soy Sauce Bottle,886,SOYBOTTLE_C,,269,OT_OBJ_0887,OT_CMM_0887,OT_CTG_008,OT_MPN_036,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.001022112,TRUE,0.8,0.0008176896
Noguchi Residence,887,OUCHI13_F,,15836,OT_OBJ_0888,OT_CMM_0888,OT_CTG_055,OT_MPN_052,UI_SYS_062,UI_NIC_018,FALSE,FALSE,207.9558,TRUE,0.8,166.36464
Hot Air Balloon,888,BALLOON04_F,,25018,OT_OBJ_0889,OT_CMM_0889,OT_CTG_069,OT_MPN_050,UI_SYS_072,UI_NIC_019,FALSE,FALSE,819.9776,TRUE,0.8,655.98208
Hotel Parking,889,HOTELB06_E,,3126,OT_OBJ_0890,OT_CMM_0890,OT_CTG_062,OT_MPN_053,UI_SYS_057,UI_NIC_016,FALSE,FALSE,1.600014,TRUE,0.8,1.2800112
Deluxe Fridge,890,ICEBOX02_E,,2235,OT_OBJ_0891,OT_CMM_0891,OT_CTG_037,OT_MPN_053,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.5845897,TRUE,0.8,0.46767176
Old Magazines,891,BOOK01_C,,390,OT_OBJ_0892,OT_CMM_0892,OT_CTG_009,OT_MPN_040,UI_SYS_069,UI_NIC_011,FALSE,FALSE,0.003108,TRUE,0.5,0.001554
