TEXT_ID,SPEAKER,JAPANESE,ENGLISH,FRENCH,GERMAN,ITALIAN,SPANISH
OT_CMM_0541,,ミタメドオリ　コワイノデ\nオコラセナイホウガ\nヨサソウダ,He is as scary as\nhe looks. So don't\nmake him angry.,Il est aussi bizarre\nqu'il en a l'air. Alors ne\nl'embêtez pas.,"Er ist so schrecklich, wie\ner aussieht. Also mach ihn\nnicht wütend.","Sembra spaventoso, e lo è.\nNon farlo arrabbiare.",Da tanto miedo como\nparece. Así que mejor que\nno le hagas enfadar.
OT_CMM_0542,,ビールノ　ノミスギデ\nオナカガ　デテキテイル,His belly is getting\nbigger and bigger.,Son ventre devient\nde plus en plus gros.,Sein Bauch wird immer\nrunder.,La sua pancia diventa\nsempre più grande.,Cada vez tiene más\nbarriga.
OT_CMM_0543,,ドンドン　キョダイカ\nシテイルラシイ,She is getting\nlarger and larger.,Elle est de plus en plus\ngrosse.,Sie wird immer molliger.,Sta ingrassando parecchio.,Cada vez está más grande.
OT_CMM_0544,,ウワサバナシニ\nメガナイラシイ,She loves neighbor-\nhood gossip more\nthan anything.,Elle aime les ragots du\nquartier plus que tout\nau monde.,Sie mag Tratsch über die\nNachbarn mehr als alles\nandere.,Adora i pettegolezzi più\ndi qualsiasi altra cosa.,Lo que más le gusta en la\nvida es hablar con \nlas vecinas.
OT_CMM_0545,,デンチデ　ウゴク\nオモチャノ　クルマ\nノルノハ　ムズカシソウダ,A toy car that uses\nbatteries. You\nmay not be able to\nride it.,Une petite voiture qui\nfonctionne avec des piles.\nVous ne pourrez peut-être\npas monter dessus.,Ein Spielzeugwagen mit\nBatterien. Vielleicht\nkannst du nicht damit\nfahren.,Una macchinina a batterie.\nSalirci è complicato.,Un coche de juguete que va\na pilas. No te puedes\nsubir en él.
OT_CMM_0546,,アメノヒニ　ヨクミルムシ\nイエゴト　ウゴイテイルノデ\nカサハ　イラナイヨウダ,Often seen on rainy\ndays. It carries\nits house with it.,On en voit souvent quand\nil pleut. Il porte sa maison\nsur son dos.,Man sieht sie oft an\nRegentagen. Sie trägt ihr\nHaus auf dem Rücken.,"Esce spesso nei giorni di\npioggia, portandosi dietro\nla sua casa.",Se suele ver en los días\nde lluvia. Lleva la casa a\ncuestas.
OT_CMM_0547,,キンジョノ　ガキダイショウ\nカアチャンニハ\nアタマガ　アガラナイ,"He is the boss among\nneighborhood kids,\nbut he can't win\nagainst his mom.","C'est le chef des enfants\ndu quartier, mais il n'a pas \nle dernier mot contre sa \nmère.","Unter den Kindern der\nNachbarschaft ist er der\nBoss, aber gegen seine\nMutter kommt er nicht an.","È il capo dei bambini del\nquartiere, ma non riesce a\nspuntarla contro sua\nmadre.","Es el jefe de los niños\ndel barrio, pero no puede\nganar a su mamá."
OT_CMM_0548,,オカネモチノ　オボッチャマ\nガキダイショウト\nイツモイッショ,A rich kid. He\nalways hangs out\nwith the boss.,Un enfant riche. Il est \ntoujours avec le chef.,Ein reicher Junge. Steckt\nimmer mit dem Boss\nzusammen.,Un ragazzino ricco. Va\nsempre dietro al capo.,Un niño rico. Siempre está\ncon el jefe.
OT_CMM_0549,,オツカイニ　キタノダガ\nナニヲカウノカ\nワスレテ　コマッテイル,"She came to\nbuy groceries,\nbut forgot what to\nget.","Elle est venue acheter\ndes provisions, mais a\noublié ce dont elle avait\nbesoin.","Sie wollte eigentlich\neinkaufen, hat aber\nvergessen, was sie wollte.",È uscita per fare la spesa\nma ha dimenticato cosa\ndeve comprare.,"Ha venido a comprar\ncomestibles, pero se ha\nolvidado de qué quería."
OT_CMM_0550,,ミンナノ　アイドル\nホンニンモ　マンザラデハ\nナイラシイ,A popular girl in\nschool. She really\nlikes attention.,Une fille populaire\nà l'école. Elle aime vraiment\nattirer l'attention.,"Sie ist in der Schule\nbeliebt. Ihr gefällt es,\nim Mittelpunkt zu stehen.",È molto popolare a scuola.\nLe piace ricevere\nattenzioni.,Una chica popular en el\ncolegio. Le gusta que se\nfijen en ella.
OT_CMM_0551,,イタニノッテ　スベッテイル\nバランスヲ　トルノハ\nナカナカ　ムズカシイヨウダ,He gets on a board\nand rolls around.\nIt's hard to stay\nbalanced!,Il monte sur une planche\net avance en roulant.\nDifficile de rester\nen équilibre !,"Er stellt sich auf ein\nBrett und rollt herum. Gar\nnicht so einfach, das\nGleichgewicht zu halten.",Gira tutto il giorno sulla\nsua tavola. Non è facile\nrestare in equilibrio!,Se sube al monopatín y\necha a patinar. ¡Es\ndifícil mantener el\nequilibrio!
OT_CMM_0552,,シャリンガ　ツイタ\nクツデ　ハシッテイル\nノボリザカハ　ニガテラシイ,He wears shoes with\nwheels. Going\nuphill is hard\nwork!,Il porte des chaussures\navec des roues. Difficile\nd'aller dans les montées !,Sie trägt Schuhe mit\nRädern drunter. Bergauf zu\nrollen ist echt\nanstrengend!,Indossa delle scarpe con\nle ruote. Ha qualche\ndifficoltà in salita.,Lleva zapatos con ruedas.\n¡Es duro ir cuesta arriba!
OT_CMM_0553,,ヤリテノ　サラリーマン\nデモ　サシミハ\nニガテラシイ,This successful\nbusinessman doesn't\nlike sashimi or\nnatto. Even We have\ntrouble with natto.,"Cet homme d'affaires\naccompli n'aime pas\nle sashimi ou le natto.\nMême NOUS, avons\ndu mal avec le natto.",Dieser erfolgreiche\nGeschäftsmann mag kein\nSashimi oder Natto. Selbst\nwir sind nicht wild auf\nNatto.,Quest'uomo di successo\nnon gradisce il sashimi e\nil natto. In effetti non\npiacciono neanche a Noi.,A este exitoso hombre de\nnegocios no le gusta el\nsashimi ni el natto.\nHasta nosotros tenemos\nproblemas con el natto.
OT_CMM_0554,,アメリカ　ダイスキダガ\nニホンモ　オナジクライ\nダイスキラシイ,"He loves the U.S.,\nbut he likes Japan\njust as much.","Il adore les États-Unis,\nmais il aime le Japon\ntout autant.","Er liebt die USA, aber\nJapan mag er genauso gern.","Ama gli Stati Uniti, ma\ngli piace molto anche il\nGiappone.","Le gustan los Estados\nUnidos, pero Japón le\ngusta tanto o más."
OT_CMM_0555,,オオサカカラ\nヒトハタアゲヨウト\nヤッテキタ\nコテコテノ\nオッチャン,He came from Osaka\nto make his fortune.,Il est venu d'Osaka\npour faire fortune.,"Er ist von Osaka gekommen,\num reich zu werden.",È venuto da Osaka per fare\nfortuna.,Vino de Osaka a hacer\nfortuna.
OT_CMM_0556,,ベンリナ　マメチシキニ\nヤケニ　クワシイ　ヒト\nスナヲ　カケテクルノモ\nタマニ　イルラシイ,She knows a lot of\ntrivia. She also\nloves bluffing\nthough.,Elle connait beaucoup\nde choses. Elle aime\naussi bluffer cependant.,Sie weiß alle möglichen\nunwichtigen Fakten. Aber\nsie blufft auch gern.,"Conosce tanti indovinelli,\nma le piace anche prendere\nin giro i nipotini.",Sabe un montón de\ncuriosidades. Aunque \ntambién le gusta \nmarcarse faroles.
OT_CMM_0557,,ソボクナ　コウセイネン\nオヨメサン　ボシュウチュウ,A nice young man\nwho is looking for\na wife.,Un gentil jeune homme\nqui cherche une\népouse.,Ein netter junger Mann\nauf der Suche nach einer \nEhefrau.,Un giovanotto piacente che\ncerca moglie.,Un joven apuesto que busca\nesposa.
OT_CMM_0558,,シャチョウダガ\nシゴトヲサボッテ\nアソビニキテイル,"Although he is a\nCEO, he skipped\nwork and went\nfishing.","Bien qu'il soit PDG, il n'est \npas allé au travail et a\npréféré aller pêcher.","Er ist eigentlich\nFirmenchef, geht aber\nlieber angeln.","È un amministratore\ndelegato, ma ha dato buca\nal lavoro per andare\na pescare.","Aunque es el director\ngeneral, ha pasado del\ntrabajo y se ha ido a\npescar."
OT_CMM_0559,,サラリーマンダガ\nイツモノヨウニ\nシゴトヲサボッテ\nアソビニキテイル,"He is a businessman,\nbut he always skips\nwork and goes\nfishing.","C'est un homme d'affaires,\nmais il préfère aller\npêcher que travailler.","Er ist Geschäftsmann,\nmacht aber dauernd blau\nund geht angeln.",Un uomo d'affari che alla\nvaligetta preferisce la\ncanna da pesca.,"Es un hombre de negocios,\npero siempre se escapa del\ntrabajo y se va a pescar."
OT_CMM_0560,,ヤルキハアルガ\nカタト　コシガ\nゲンカイラシイ,"He has the will,\nbut his body\ndoesn't follow.","Il a la volonté, mais son \ncorps ne suit pas.","Der Wille ist da, aber\nder Körper will nicht folgen.","Ha una volontà ferrea, ma\nil suo corpo non lo\nasseconda.","Le pone voluntad, pero su\ncuerpo no le acompaña."
OT_CMM_0561,,ニンズウアワセノタメニ\nムリヤリ\nツレテコラレタラシイ,He was forced to\nplay because there\nwere not enough\nplayers.,Il a été forcé de jouer\nparce qu'il n'y avait \npas assez de joueurs.,"Er musste mitspielen, weil\nnicht genügend Spieler\nda waren.",È stato costretto a\ngiocare perché non c'erano\nabbastanza giocatori.,Le han obligado a jugar\nporque no tenían bastantes\njugadores.
OT_CMM_0562,,フルタビニ\nバットヲ　トバスノデ\nミンナ　ハナレテイル,He can't hold onto his\nbat when he swings.\nEveryone stays\naway from him.,Il n'arrive pas à tenir sa\nbatte quand il frappe.\nTout le monde reste à\ndistance de lui.,"Wenn er schlägt, lässt er\nimmer seinen Schläger los.\nDarum halten alle lieber\nAbstand.","Non ha una buona presa,\ncosì quando è in battuta\ngli stanno lontano.",No es capaz de agarrar\nbien el bate cuando batea.\nTodo el mundo se aparta de\nél.
OT_CMM_0563,,ホームグラウンドヲ\nイツモ　チョウナイノ\nイベントニ　ツカワレテイル,His home field is\nalways taken over\nby other events.,Son terrain est toujours\nutilisé pour d'autres\névènements.,Auf seinem Spielfeld\nfinden dauernd andere\nVeranstaltungen statt.,Il suo campo è sempre\noccupato da altri eventi.,Su puesto se lo llevan\nsiempre otros.
OT_CMM_0564,,ホシノ家ノ　ムスコデ\nユメハ　ウチュウヒコウシ\nデモ　オトナニ　ナルマエニ\nツキニ　キテシマッタノデ\nツギノユメヲ　サガシテイル,The boy from the\nHoshino family. His\ndream is to become\nan astronaut like\nhis father.,"Le garçon de la famille \nHoshino. Son rêve est de \ndevenir astronaute, comme\nson père.","Der Sohn der Hoshinos.\nEr träumt davon, Astronaut\nzu werden, so wie sein\nVater.",Il maschietto della\nfamiglia Hoshino. Sogna di\ndiventare un astronauta\ncome il papà.,"El chico de la familia\nHoshino. Su sueño es\nconvertirse en astronauta,\ncomo su padre."
OT_CMM_0565,,タオルガ　オチルト\nモザイクガ　カカルラシイ,We really hope that\ntowel doesn't fall\ndown!!\nHow disturbing!,On espère vraiment que sa \nserviette ne va pas tomber !!\nQuelle horreur !,"Wir wollen nur hoffen, dass\ndas Handtuch nicht\nrunterfällt! Das wäre ja\nfurchtbar!",Speriamo che\nquell'asciugamano\nnon cada! Che orrore!,Esperemos que esa toalla\nno se le caiga. ¡Sería muy\nembarazoso!
OT_CMM_0566,,オオキイヒトト\nチイサイヒトノ\nジュンバンガ　チガウト\nタイヘンラシイ,They need to take\nturns to move\nproperly.,Il faudrait qu'ils\nchangent de place pour\nse déplacer correctement.,"Um alles richtig zu\nmachen, müssen sie sich\nabwechseln.",Per muoversi come si deve\ndevono sincronizzarsi.,Tienen que turnarse para\nmoverse de manera\nadecuada.
OT_CMM_0567,,ウエノヒトハ　ラクチン,The guy on top\nhas it easy!,Celui qui est en haut\nà la meilleure place !,"Der, der oben ist, hat\nes leicht!",Quello in cima è il più\nfortunato!,¡El de arriba del todo\nlo tiene fácil!
OT_CMM_0568,,ノルニハ　ノッタガ\nオリラレナイラシイ,The guy on top\ncan't get off now.,Celui qui est en haut\nne peut pas partir.,"Der, der oben ist, kann\njetzt nicht runter.",Quello in cima non può più\nscendere.,El que está en la cúspide\nno se puede caer ahora.
OT_CMM_0569,,コトシハ　ボウケン\nシテミタソウダ,She wants to go on\nan adventure this\nsummer.,Elle veut partir à\nl'aventure cet\nété.,Sie möchte in diesem\nSommer ein Abenteuer\nerleben.,Quest'estate vuole vivere\nun'avventura.,Quiere vivir aventuras\neste verano.
OT_CMM_0570,,コノヒノ　タメニ\nダイエット\nシテキタラシイ,She's been dieting\nfor ages just for\nthis day.,Elle a fait un régime\ntoute sa vie juste pour\ncette journée.,Sie macht schon seit\nEwigkeiten Diät für den\nheutigen Tag.,È a dieta da anni solo per\nquesto giorno.,Se ha pasado todo el\naño a régimen para\npoder lucir en la playa.
OT_CMM_0571,,ホントウハ　オヨゲルノダガ\nマダ　コワイノデ\nテバナセナイ,"He can swim, but he\nis still too scared\nto lose his floaties!","Il sait nager, mais il a\ntrop peur d'enlever\nsa bouée !","Er kann schwimmen, aber\ner hat noch zu viel Angst,\num seine Schwimmhilfe\nwegzulassen.","Sa nuotare, ma ha ancora\ntroppa paura per liberarsi\ndella ciambella!","Sabe nadar, pero todavía\nno se atreve a hacerlo\nsin flotador."
OT_CMM_0572,,オヨゲルヨウニ\nトックンチュウ\nスコシ　ナミダメ,He is still learning\nhow to swim.\nStop crying!,Il apprend encore à nager.\nArrête de pleurer !,Er lernt noch schwimmen.\nNicht weinen!,Sta ancora imparando a\nnuotare. Forza!,Aún está aprendiendo a\nnadar. ¡Deja de llorar!
OT_CMM_0573,,カッコウカラ　ハイッタノデ\nジツハ　マダ\nノレナイラシイ,He just wants to\nlook cool  and\nreally can't surf\nat all. Poser!,"Il veut juste avoir l'air\ncool, il ne sait pas du\ntout faire du surf. \nFrimeur !","Er will cool wirken, dabei\nkann er gar nicht surfen.\nAngeber!","Gli piace atteggiarsi, ma\nin realtà non sa fare\nsurf. Che sbruffone!","Solo quiere aparentar, y,\nen realidad, no sabe hacer\nsurf. ¡Impostor!"
OT_CMM_0574,,ナカナカノ　オオワザダガ\nマワシテイルホウモ\nメガマワル,"They're performing\nsome great moves,\nbut they're getting\na little dizzy as\nwell.","Ils font de super coups,\nmais ils commencent\naussi un peu à avoir la\ntête qui tourne.","Sie führen ein paar tolle\nMoves aus, aber dabei\nwird ihnen auch etwas\nschwindelig.","Vanno alla grande, ma\niniziano a sentirsi un\npo' storditi.","Sus movimientos son\nespectaculares, pero\nmarean un poco."
OT_CMM_0575,,ムリヤリ　モチアゲテ\nフリマワシテイル\nコンナ　キマリテハ\nナイソウダ,He's using sheer\nbrute force to spin\nthe other guy in\nthe air. This is not \nby the book.,Il utilise sa force brute\npour faire tourner l'autre\nen l'air. C'est contre les \nrègles.,"Er wendet große Kraft auf,\num den anderen durch die\nLuft zu wirbeln. Das\nentspricht nicht den\nRegeln.",Sta usando tutta la sua\nforza per roteare in aria\nl'avversario. Non è una\ntecnica ortodossa.,Usa la fuerza bruta para\nlanzar al otro tipo por\nlos aires. Incumple las\nreglas.
OT_CMM_0576,,ホントウハ　ココマデ\nスルヒツヨウハ\nナイラシイガ\nモリアガッテイルヨウダ,"They don't do this\nvery often, but\npeople seem to like\nwatching them.","Ils n'organisent pas ça\ntrès souvent, mais les\ngens semblent apprécier\nde les voir se battre.","Das tun sie nicht sehr\noft, aber die Leute sehen\nihnen offenbar gern zu.","Non è una cosa che si vede\nspesso, ma alla gente\nsembra piacere.","No hacen esto con mucha\nfrecuencia, pero a la\ngente le gusta mirarlos."
OT_CMM_0577,,メチャクチャナ\nハシリカタデ\nマワリニ　メイワクヲ\nカケマクッテイル,Causes trouble by\ndriving like a\nmaniac.,Cause des problèmes\nen conduisant comme\nun fou.,"Macht Ärger, indem er\nfährt wie eine gesengte\nSau.",Semina il caos guidando\ncome un pazzo.,Causa problemas\nporque conduce\ncomo un loco.
OT_CMM_0578,,ノリカタヲ　シラナイ\nワケデハ　ナクテ\nアエテ　チャレンジ\nシテイルラシイ,"He does know how\nto ride, but he is\njust challenging\nhimself now.","Il sait conduire, mais il se\nlance de nouveaux défis.","Er kann fahren, aber er\nfordert sich gerade selbst\nheraus.",Sa come si guida. Sta solo\ncercando di superare i\nsuoi limiti.,"Sabe conducir, pero ahora\nse está poniendo a prueba."
OT_CMM_0579,,マエガミガ　ジャマナノデ\nノリカタニ\nクフウガイルラシイ,"They look like\nbrothers, but they\nare not related.","Ils se ressemblent comme\ndes frères, mais ne sont\npas de la même famille.","Sie sehen wie Brüder aus,\nsind aber nicht verwandt.",Sembrano fratelli ma in\nrealtà non sono neanche\nparenti.,"Parecen hermanos, pero no\nestán emparentados."
OT_CMM_0580,,ミコシヲ　カツイデ\nネリアルイテイル\nカケゴエハ　ワッショイ,Carries a portable\nshrine and walks\naround town.,Porte un autel portable à \ntravers la ville.,Trägt einen tragbaren\nSchrein und läuft durch\ndie Stadt.,Gira per la città con un\nsantuario portatile in\nspalla.,Lleva una tarima portátil\ny recorre con ella la\nciudad.
OT_CMM_0581,,ホシノ家ノ　ムスメ\nタマニ　ヘンナコトヲイウガ\nコスモヲ　カンジテル\nダケナノデ\nシンパイハ　イラナイ,The girl from the\nHoshino family. She\noften says funny\nthings.,La fille de la famille \nHoshino. Elle dit souvent \ndes choses drôles.,Die Tochter der Hoshinos.\nSie sagt oft lustige\nSachen.,La femminuccia della\nfamiglia Hoshino. Spesso\ndice cose divertenti.,La chica de la familia\nHoshino. Suele decir cosas\ngraciosas.
OT_CMM_0582,,コノヒトハ　ケッコウ\nラクチン,He has a very easy\njob.,Il a un travail très\nfacile.,Er hat einen sehr leichten\nJob.,Fa un lavoro molto facile.,Tiene un trabajo muy\nfácil.
OT_CMM_0583,,コノチャンスニ\nカノジョヲ　ゲットシヨウト\nタクランデイル,He is looking for a\ngood girl to go\nout with.,Il cherche une\nfille gentille avec\nqui sortir.,"Er sucht nach einem\nMädchen, mit dem er\nausgehen will.",Cerca una ragazza carina\ncon cui uscire.,Busca una chica maja con\nla que salir.
OT_CMM_0584,,マツリニ　ナルト\nナゼカ　チガサワグラシイ,She just loves\nfestivals.,Elle adore les\nfestivals.,Festivals sind für sie\ndas Größte.,Ama ogni genere di festa.,Le encantan los\nfestivales.
OT_CMM_0585,,ハハオヤユズリデ\nマツリニハ　メガナイ,"Just like her\nmother, she loves\nfestivals.","Comme sa mère,\nelle aime les\nfestivals.","Sie liebt Festivals,\ngenau wie ihre Mutter.","Ama le feste, proprio come\nsua madre.","Al igual que su madre, le\nencantan los festivales."
OT_CMM_0586,,オチタラ　アブナイノデ\nモノヲナゲテハ　イケナイ,"It's very dangerous,\nso just let him do\nhis job!","C'est très dangereux,\nalors laissez-le faire\nson travail !","Es ist sehr gefährlich,\nalso lass ihn einfach\nseine Arbeit tun!","Fa un lavoro pericoloso,\nquindi non bisogna\ndistrarlo!","Es muy peligroso, así que\ndéjale hacer su trabajo."
OT_CMM_0587,,ミチバタデ　ウタッテイル\nカミノケ　デハナク\nオンガクニ\nチュウモクシテホシイラシイ,He sings on the\nstreet. Please take\nnote of his music\nrather than his\nhair.,"Il chante dans la rue. \nÉcoutez sa musique, ne\nfaites pas attention à ses\ncheveux.",Er singt auf der Straße.\nBitte achte lieber auf\nseine Musik als auf seine\nHaare.,"Canta per le strade.\nGiudicalo per la sua\nmusica, non per i capelli.",Canta en la calle. Fíjate\nmás en su música que en su\nmelena.
OT_CMM_0588,,ヤスミニナルト\nイロイロ　ツクッタリ\nナオシタリ　シタガル\nコワシテシマウコトモ\nオオイラシイ,"He likes to make or\nfix things on the\nweekend, for no\nparticular reason.","Il aime fabriquer ou\nréparer des choses le\nweek-end, sans raison\nparticulière.","Er repariert am Wochenende\ngerne Dinge, einfach\nbloß so.","Gli piace aggiustare cose\ndurante i weekend, per\nnessun apparente motivo.",Le gusta hacer o arreglar\ncosas el fin de semana sin\nninguna razón en\nparticular.
OT_CMM_0589,,ミズニ　モグルヒト\nタマニハ　アガッテコナイト\nヤッパリ　クルシイヨウダ,He must come up to\nthe surface at some\npoint.,Il doit bien revenir à\nla surface à un moment.,Irgendwann muss er wieder\nan die Oberfläche kommen.,Prima o poi deve tornare a\ngalla.,En algún momento saldrá a\nla superficie.
OT_CMM_0590,,オモシロイカッコウデ\nオモシロイコトヲ　シテイル\nワラワレルノガ\nシゴトラシイ,He looks funny and\ndoes funny things.\nIt's his job to be\nfunny.,Il a l'air amusant et fait\ndes choses amusantes.\nC'est son travail.,"Er sieht lustig aus und\nmacht lustige Sachen. Es\nist sein Job, lustig zu\nsein.",È buffo e fa cose\nspassose. Essere\ndivertente è il suo lavoro.,Parece gracioso y hace\ncosas graciosas. Es su\ntrabajo.
OT_CMM_0591,,ホシノ家ノ　オトウサン\nフダンギガ\nウチュウフクトイウ\nネッカラノ\nウチュウヒコウシ,The father of the\nHoshino family. He\nwears his spacesuit\nevery day!,Le père de la famille\nHoshino. Il porte sa\ncombinaison spatiale\ntous les jours !,Der Vater der Hoshino-\nFamilie. Er trägt seinen\nAstronautenanzug jeden\nTag!,Il papà della famiglia\nHoshino. Indossa sempre la\nsua tuta spaziale!,El padre de la familia\nHoshino. Siempre lleva\npuesto el traje espacial.
OT_CMM_0592,,ドリルデ　ゴリゴリ\nアナヲホッテイル\nコノママ　シャベルト\nコエガ　フルエル,He loves drilling\nand making holes.\nHis voice shakes\nwhen he talks and\ndrills at the\nsame time.,Il adore percer et faire\ndes trous. Sa voix tremble\nquand il parle et perce en\nmême temps.,"Er bohrt gern und macht\ngern Löcher. Wenn er\ngleichzeitig bohrt und\nspricht, wackelt seine\nStimme.","Adora trivellare e fare\nbuchi. Se parla mentre\nlavora, gli trema la voce.",Le encanta taladrar y\nhacer agujeros. Su voz\ntiembla cuando habla y\nperfora al mismo tiempo.
OT_CMM_0593,,ホシノ家ノ　オカアサン\nオットガ　ウチュウデ\nフワフワ　シテルコロ\nチキュウデ　カテイノ\nヘイワヲ　マモッテイル,The mother of the\nHoshino family. She\ntries to keep her\nfamily safe on\nEarth.,La mère de la famille \nHoshino. Elle essaie\nde garder sa famille\nen sécurité sur Terre.,"Die Mutter der Hoshino-\nFamilie. Sie sorgt dafür,\ndass ihre Familie auf der\nErde sicher ist.",La mamma della famiglia\nHoshino. Cerca di tenere\nil resto della famiglia\nsulla Terra.,La madre de la familia\nHoshino. Intenta mantener\na su familia a salvo en la\nTierra.
OT_CMM_0594,,ポケットニハ\nイロイロナ　ベンリグッズガ\nハイッテイル,He has many useful\ngadgets in his\npocket.,Il a beaucoup de gadgets \nutiles dans sa poche.,Er hat viele praktische\nSachen in seiner Tasche.,In tasca nasconde tanti\narnesi utili.,Tiene muchos aparatos\nútiles en el bolsillo.
OT_CMM_0595,,ヒトノ　カコヤ　ミライガ\nワカルラシイ\nトキドキハ　アタルヨウダ,He can tell your\nfuture and your\npast. Sometimes he\neven gets it right!,Il peut lire votre futur et\nvotre passé. Il arrive même\nqu'il ne se trompe pas !,Er kann dir von deiner\nVergangenheit und deiner\nZukunft erzählen. Und\nmanchmal hat er sogar\nrecht!,Può parlarti del tuo\npassato e del\ntuo futuro. A volte\nci prende!,Te puede contar tu futuro\ny tu pasado. ¡Algunas\nveces hasta acierta!
OT_CMM_0596,,コソコソ　シタイノダガ\nザンネンナガラ\nメダッテイル,"He wants to be\nstealthy, but he\nlooks so obvious.\nWhat a fool!","Il veut passer inaperçu,\nmais on le remarque\ntout de suite.\nQuel imbécile !","Er will unauffällig sein,\naber er fällt einfach auf.\nWas für ein Dummkopf!","Vuole passare inosservato,\nma dà troppo nell'occhio.\nChe illuso!","Quiere pasar\ndesapercibido, pero salta\na la vista. ¡Menudo memo!"
OT_CMM_0597,,フウセンヲ　タクサンツケテ\nソラヲトボウト　シテイル\nオリルトキノコトハ\nアマリ　カンガエテイナイ,"He wants to fly\nwith many balloons,\nbut he hasn't\nreally thought\nabout landing...","Il veut voler avec plein\nde ballons, mais n'a pas \nvraiment pensé à \nl'atterrissage...","Er will mit vielen Ballons\nfliegen, aber an die\nLandung hat er noch gar\nnicht gedacht.","Raccoglie tanti palloni\nper poter volare, ma non ha\npensato all'atterraggio...","Quiere volar con muchos\nglobos, pero no ha pensado\nen el aterrizaje..."
OT_CMM_0598,,ヤマヲ　ノボルヒト\nスレチガッタラ\nアイサツスルノガ\nエチケットラシイ,It's good manners\nto say hello to\nother climbers.,Il est poli de dire bonjour \naux autres alpinistes.,"Die anderen Kletterer zu\ngrüßen, gehört zum guten\nTon.",È educato salutare sempre\ngli altri scalatori.,Es de buena educación\nsaludar a los otros\nescaladores.
OT_CMM_0599,,ソコニ　ヤマガアルカラ\nノボルソウダ,He climbs because\nthere is a\nmountain. Very\nphilosophical.,Il grimpe parce qu'il y a\nune montagne.\nC'est très philosophique.,"Er klettert, weil es einen\nBerg gibt. Sehr\nphilosophisch.","Per lui, tutti hanno una\nmontagna da scalare. È\nun grande filosofo.",Escala porque hay una\nmontaña. Muy filosófico.
OT_CMM_0600,,モノガ　クズレナイヨウニ\nハコブニハ\nコツガ　アルラシイ,Great technique is\nneeded to deliver\nthings safely.,Il faut beaucoup de\ntechnique pour livrer les\nchoses sans incident.,"Um Dinge heil abzuliefern,\nbraucht es eine\nerstklassige Technik.",Consegnare oggetti con\ncura è un'arte che\nrichiede grande abilità.,Para llevar las cosas\nintactas se requiere una\ngran técnica.
OT_CMM_0601,,ビョウキヤ　ケガノ\nセワヲスルヒト\nイソガシスギテ\nビョウキニナルヒマモ\nナイラシイ,Very busy taking\ncare of sick\npeople. Too busy\nto get sick.,Très occupée à prendre\nsoin des gens. Trop \noccupée à être malade.,"Sehr damit beschäftigt,\nsich um Kranke zu kümmern.\nZu beschäftigt, um selbst\nkrank zu werden.",È così occupata a pensare\nai malati che non ha\nil tempo di ammalarsi.,Está muy ocupada cuidando\nde los enfermos. Demasiado\ncomo para enfermar.
OT_CMM_0602,,バーヲ　ケイエイシテイルニ\nチガイナイ,She must own some\nkind of restaurant.,Elle doit posséder une \nsorte de restaurant.,Sie hat offenbar irgendein\nRestaurant.,Probabilmente gestisce una\nspecie di ristorante.,Debe de ser la propietaria\nde alguna clase de\nrestaurante.
OT_CMM_0603,,ナンノキカ　キニナルキダガ\nトリアエズ　コロガストキハ\nジャマニナル,I'm always\nwondering what\nkind of tree this is.,Je me suis toujours\ndemandé de quelle\nespèce était cet arbre.,"Ich frage mich immer, was\ndas für ein Baum ist.",Mi sono sempre chiesto che\ntipo di albero sia.,Siempre me pregunto qué\nclase de árbol es este.
OT_CMM_0604,,オジイチャンノ\nソノマタ　オジイチャンガ\nイタコロカラ　ズット\nココニ　アルラシイ,This has been\nliving since the\ntime of your\ngrandpa's grandpa.,Il a dû être planté\nà l'époque du grand-père\nde votre grand-père.,Er steht hier schon seit\nder Zeit des Großvaters\ndeines Großvaters.,È qui sin dai tempi del\nnonno di tuo nonno.,Es de la época del\nabuelo de tu abuelo.
OT_CMM_0605,,アト　５０ネン\nローンガ　ノコッテイル,The people that\nlive here still\nhave fifty years\nof loan repayments.,Les gens qui habitent\nici ont encore un\ncrédit immobilier\nde cinquante ans.,"Die Leute, die hier leben,\nbrauchen immer noch\n50 Jahre, um ihren Kredit\nzurückzuzahlen.",Le persone che vivono qui\ndevono pagare un mutuo\ncinquantennale.,A las personas que viven\naquí les quedan cincuenta\naños para pagar la\nhipoteca.
OT_CMM_0606,,ニセタイジュウタク　ラシイ\nトニカク　ヒトガ\nタクサンスンデイルヨウダ,Too many people\nlive in this house.,Trop de gens habitent\ndans cette maison.,In diesem Haus leben zu\nviele Leute.,In questa casa vivono\ntroppe persone.,En esta casa vive\ndemasiada gente.
OT_CMM_0607,,ヒッコシテキタ　バカリデ\nマダ　キンジョニ\nトケコメテイナイヨウダ,"People just moved\ninto this house, so\nthey are not yet\nfamiliar with their\nneighbors.","Des gens viennent\nd'emménager dans cette\nmaison, ils ne connaissent\ndonc pas encore\nleurs voisins.","In dieses Haus sind die\nBewohner gerade erst\neingezogen, daher kennen\nsie ihre Nachbarn noch\nnicht.","Gli inquilini si sono\nappena trasferiti, quindi\nnon conoscono ancora\nbene i vicini.","Estas personas se acaban\nde mudar, así que no\nconocen muy bien a los\nvecinos."
