englishName,monoNameIndex,pickupSize,volume,volumeRate,pickupVolumePenalty,pickupVolume,alpha,price,sort,targetCode,targetCount,parentCode,category,categoryForRank,size,isRare,semi,ride,scissor,shadow,unit,catchCountType,cowType,scream,anim,dummyHit,roll,noCrash,human,escape,matrixType,goldStar,voidMdl,wndDispPrio,diResultSnap,diThrough,thin,countStyle,creator,version
Liechtenstein,1674,183,0.0002279378095,0.174999997,0.6999999881,0.000159556464,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Luxembourg,1675,251,0.0005830838927,0.174999997,0.6999999881,0.0004081587179,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Romania,1676,667,0.01088660304,0.174999997,0.6999999881,0.007620621995,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Macedonia,1677,342,0.001473140903,0.174999997,0.6999999881,0.001031198614,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Serbia and Montenegro,1678,531,0.005493069533,0.174999997,0.6999999881,0.003845148608,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Bosnia and Herzegovina,1679,407,0.002472317545,0.174999997,0.6999999881,0.001730622252,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Azerbaijan,1680,483,0.004133416805,0.174999997,0.6999999881,0.002893391715,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Armenia,1681,444,0.003220129525,0.174999997,0.6999999881,0.002254090629,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Ukraine,1682,999,0.03662727401,0.174999997,0.6999999881,0.02563909137,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Uzbekistan,1683,1208,0.06475643069,0.174999997,0.6999999881,0.04532950071,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Kazakhstan,1684,1753,0.1975147128,0.174999997,0.6999999881,0.1382602966,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Kyrgyz,1685,553,0.006216133479,0.174999997,0.6999999881,0.004351293361,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Georgia,1686,607,0.008209631778,0.174999997,0.6999999881,0.005746742147,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Tadzhikistan,1687,665,0.01079406776,0.174999997,0.6999999881,0.0075558473,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Turkmenistan,1688,1043,0.04164699093,0.174999997,0.6999999881,0.02915289315,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Belarus,1689,551,0.006138440687,0.174999997,0.6999999881,0.004296908408,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Moldova,1690,317,0.001176810823,0.174999997,0.6999999881,0.0008237675623,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Russia,1691,2261,0.3027213216,0.02999999933,0.5,0.1513606608,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Greenland,1692,1158,0.04725104198,0.07500000298,0.5799999833,0.02740560356,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Antarctica,1693,2103,0.282746613,0.08500000089,0.5799999833,0.1639930308,1,0,9999,0,1,3071,88,88,9,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Taiwan,1694,418,0.002679070691,0.174999997,0.6999999881,0.001875349452,1,0,9999,0,1,3072,88,88,9,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
The King Of All Cosmos,1695,3088880,2975420672,1,0.6000000238,1785252474,1,0,13,0,1,0,86,86,11,1,0,0,1,0,2,1,0,37632,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
The Queen,1696,2727277,0,1,0.3199999928,0,1,0,12,0,1,0,86,86,11,1,0,0,1,0,2,1,0,37888,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
Twinkle,1697,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,33536,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Huey,1698,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,33792,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Nutsuo,1699,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,34048,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Beyond,1700,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,34304,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Kinoko,1701,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,34560,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,8
Macho,1702,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,34816,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
L'Amour,1703,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,35072,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Daisy,1704,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,35328,1,1,0,0,0,1,1,0,0,0,1,0,0,0,16,8
Lucha,1705,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,35584,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Miki,1706,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,35840,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Odeon,1707,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,36096,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Can-Can,1708,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,36352,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Shy,1709,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,36608,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Slip,1710,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,36864,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,8
Drooby,1711,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,37120,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Signolo,1712,2000,0,1,0.6000000238,0,1,0,9999,0,1,0,0,0,11,1,0,0,1,0,2,0,0,37376,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8
Laundry Basket,1713,732,0.01230033766,1,0.400000006,0.004920135139,1,0,17,0,1,0,9,9,3,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tray,1714,535,0.004438885953,1,0.8000000119,0.003551108816,1,1000,64,0,1,0,7,7,3,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sewing Box,1715,864,0.01907217875,1,0.400000006,0.007628871614,1,0,21,0,1,0,81,81,4,0,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Origami Chain,1716,433,0.001919684,1,0.6000000238,0.001151810446,1,0,14,0,1,0,19,19,3,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelves,1717,1900,0.2380676419,1,0.6000000238,0.1428405908,1,0,18,0,1,0,23,23,5,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaweed,1718,1070,0.07719454914,1,0.6000000238,0.04631673133,1,0,68,0,1,0,78,78,4,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Food Stall,1719,4312,1.928165317,1,0.200000003,0.3856330691,1,0,21,0,1,0,67,67,12,0,0,1,0,0,4,1,0,49920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Food Wagon,1720,5537,6.237500668,1,0.400000006,2.495000304,1,0,22,0,1,0,67,67,12,0,1,1,1,0,4,1,0,21248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mini TV,1721,964,0.0272912439,1,0.6000000238,0.01637474699,1,10000,12,0,1,0,23,23,4,0,0,0,1,0,4,1,0,54272,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Toolbox,1722,964,0.02734195068,1,0.6000000238,0.01640517106,1,0,30,0,1,0,18,18,4,0,0,0,2,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Study Chair,1723,1420,0.09350027144,1,0.400000006,0.03740010913,1,0,16,0,1,0,37,37,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Study Desk,1724,2326,0.6316825747,1,0.6000000238,0.3790095599,1,0,36,0,1,0,23,23,5,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bed,1725,2717,3.625483513,1,0.6000000238,2.175290194,1,40000,35,0,1,0,23,23,5,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snow Ball (S),1726,100000,0,1,0,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snow Ball (M),1727,100000,0,1,0,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snow Ball (L),1728,100000,0,1,0,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Rainbow,1729,805008,6102998.5,1,0.6000000238,3661799.246,1,0,9999,0,1,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sheep Cloud,1730,122660,170780.6719,1,0.6000000238,102468.4072,1,0,24,0,1,0,82,82,7,0,0,0,1,0,19,1,0,11008,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Cumulonimbus,1731,310100,4075273.75,1,0.6000000238,2445164.347,1,0,41,0,1,0,82,82,8,0,0,0,1,0,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Cumulonimbus (L),1732,540084,24834742,1,0.6000000238,14900845.79,1,0,42,0,1,0,82,82,8,0,0,0,1,1,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Thunder Cloud (S),1733,82305,138844.6406,1,0.6000000238,83306.78769,1,0,21,0,1,0,82,82,7,0,0,0,1,0,19,1,0,56576,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Thunder Cloud (M),1734,130386,696944.75,1,0.6000000238,418166.8666,1,0,22,0,1,0,82,82,7,0,0,0,1,0,19,1,0,56832,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Thunder Cloud (L),1735,280502,4879835.5,1,0.6000000238,2927901.416,1,0,23,0,1,0,82,82,7,0,0,0,1,1,19,1,0,57088,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Rain Cloud (S),1736,82305,138844.6406,1,0.6000000238,83306.78769,1,0,15,0,1,0,82,82,7,0,0,0,1,0,19,1,0,56576,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Rain Cloud (M),1737,130386,696944.75,1,0.6000000238,418166.8666,1,0,16,0,1,0,82,82,7,0,0,0,1,0,19,1,0,56832,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Rain Cloud (L),1738,280502,4879835.5,1,0.6000000238,2927901.416,1,0,17,0,1,0,82,82,7,0,0,0,1,1,19,1,0,57088,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
White Cloud (S),1739,82305,11411.58008,1,0.6000000238,6846.948319,1,0,11,0,1,0,82,82,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
White Cloud (M),1740,130386,57281.5625,1,0.6000000238,34368.93887,1,0,12,0,1,0,82,82,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Jumbo Cloud,1741,280502,4879835.5,1,0.6000000238,2927901.416,1,0,13,0,1,0,82,82,7,0,0,0,1,1,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Banana Cloud,1742,150334,267982.7813,1,0.6000000238,160789.6751,1,0,28,0,1,0,82,82,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Bony Chop Cloud,1743,288914,1284951.5,1,0.6000000238,770970.9306,1,0,34,0,1,0,82,82,7,0,0,0,1,4,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Flower Cloud,1744,147664,232022.7344,1,0.6000000238,139213.6462,1,0,25,0,1,0,82,82,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,64,0
Car Cloud,1745,362522,1936174.625,1,0.6000000238,1161704.821,1,0,36,0,1,0,82,82,8,0,0,0,1,6,19,1,0,20992,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Trumpet Cloud,1746,434390,5140192.5,1,0.6000000238,3084115.623,1,0,35,0,1,0,82,82,8,0,0,0,1,3,19,1,0,47360,2,0,0,0,1,1,0,0,0,0,0,0,0,0,64,0
Suspension Bridge,1747,20000,57.60053635,1,0.6000000238,34.56032318,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Suspension Bridge Brace,1748,20000,206.964859,1,0.6000000238,124.1789203,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Rose,1749,300,0.0007060168427,1,0.1737000048,0.000122635129,1,0,70,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Red Tulip,1750,300,0.0007811781834,1,0.6000000238,0.0004687069287,1,0,31,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
White Tulip,1751,300,0.0007811781834,1,0.6000000238,0.0004687069287,1,0,32,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Yellow Tulip,1752,300,0.0007811781834,1,0.6000000238,0.0004687069287,1,0,33,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Pink Tulip,1753,300,0.0007811781834,1,0.6000000238,0.0004687069287,1,0,34,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Sunflower,1754,750,0.005854039453,1,0.3000000119,0.001756211906,1,0,66,0,1,0,27,27,3,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Chrysanthemum,1755,300,0.000695202616,1,0.25,0.000173800654,1,0,41,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Chrysanthemum,1756,300,0.000695202616,1,0.25,0.000173800654,1,0,42,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Cosmea,1757,300,0.000695202616,1,0.25,0.000173800654,1,0,10,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Orange Cosmea,1758,300,0.000695202616,1,0.25,0.000173800654,1,0,11,0,1,0,27,27,2,0,0,0,0,0,19,1,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Flower Bud,1759,300,0.0007059210911,1,0.5,0.0003529605456,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,19,0,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Flower Bud,1760,300,0.0007059210911,1,0.5,0.0003529605456,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,19,0,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Flower Bud,1761,300,0.0007059210911,1,0.5,0.0003529605456,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,19,0,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Flower Bud,1762,400,0.001261742553,1,1.860000014,0.002346841166,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,19,0,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Flower Bud,1763,400,0.001261742553,1,1.860000014,0.002346841166,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,19,0,0,55808,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Camping Pot,1764,468,0.002740799915,1,0.6000000238,0.001644480014,1,0,30,0,1,0,7,7,3,0,0,0,0,0,19,1,0,59392,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Rocks,1765,15710,528.8670044,1,0.6000000238,317.3202152,1,0,15,0,5,0,64,64,7,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aquarium,1766,1211,0.13364999,1,0.6000000238,0.08018999716,1,0,24,0,1,0,54,54,4,0,1,0,1,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diploma Storage Tube,1767,301,0.0004660934501,1,0.6000000238,0.0002796560812,1,0,18,0,1,0,48,48,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paint Set,1768,203,0.0002311160933,1,0.6000000238,0.0001386696615,1,0,16,0,1,1768,41,41,2,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Blue Paint,1769,65,7.68E-06,1,0.6000000238,0.000004605262803,1,0,9999,0,1,1768,41,41,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Green Paint,1770,65,7.68E-06,1,0.6000000238,0.000004605262803,1,0,9999,0,1,1768,41,41,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Black Paint,1771,65,7.68E-06,1,0.6000000238,0.000004605262803,1,0,9999,0,1,1768,41,41,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Red Paint,1772,60,8.32E-06,1,0.6000000238,0.000004993592682,1,0,9999,0,1,1768,41,41,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Yellow Paint,1773,60,8.32E-06,1,0.6000000238,0.000004993592682,1,0,9999,0,1,1768,41,41,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Paint Bucket,1774,353,0.0009610792622,1,0.2599999905,0.000249880599,1,0,17,0,1,0,41,41,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Palette,1775,388,0.000371334696,1,0.6000000238,0.0002228008264,1,0,18,0,1,0,41,41,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lunch Bag,1776,558,0.007291201502,1,0.400000006,0.002916480644,1,0,36,0,1,0,48,48,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Math Textbook,1777,250,0.0004458716721,1,0.8000000119,0.000356697343,1,0,12,0,1,0,10,10,2,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fairy Tale Book,1778,250,0.0004223999567,1,0.8000000119,0.0003379199704,1,900,20,0,1,0,10,10,2,0,0,0,1,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dust Cloth Hanger,1779,1355,0.1490274072,1,0.6000000238,0.08941644785,1,0,18,0,1,0,8,8,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dust Cloth,1780,303,0.001169690397,1,0.6000000238,0.0007018142659,1,0,17,0,1,0,8,8,2,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blackboard,1781,3000,1.400371313,1,0.400000006,0.5601485336,1,0,28,0,1,0,48,48,5,0,0,0,2,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blackboard Date,1782,5000,0.0002481180418,1,0.8000000119,0.0001984944364,1,0,9999,0,1,0,0,48,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Blackboard Introduction,1783,5000,0.001252030022,1,0.8000000119,0.001001624033,1,0,9999,0,1,0,0,48,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Blackboard Math,1784,5000,0.003520104336,1,0.8000000119,0.00281608351,1,0,9999,0,1,0,0,48,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Blackboard Biology,1785,5000,0.003849089146,1,0.8000000119,0.003079271362,1,0,9999,0,1,0,0,48,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bookshelf,1786,2563,0.6002591252,1,0.5,0.3001295626,1,0,16,0,1,0,23,23,5,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Desk,1787,2200,0.3726224303,1,0.5299999714,0.1974898774,1,0,46,0,1,0,48,48,5,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Curtain,1788,2200,0.08799634129,1,0.8000000119,0.07039707408,1,0,16,0,1,0,57,57,5,0,1,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Classroom Post,1789,364,0.002216487192,1,0.5,0.001108243596,1,0,26,0,1,0,18,18,2,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blackboard Eraser Cleaner,1790,415,0.003159209387,1,0.8000000119,0.002527367548,1,0,16,0,1,0,8,8,3,0,0,0,0,0,4,1,0,54784,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Classroom Clock,1791,454,0.002996230032,1,0.8000000119,0.002396984062,1,0,15,0,1,0,22,22,3,0,0,0,0,0,19,1,0,51456,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Classroom Calligraphy - ""Egg""",1792,250,0.000486903009,1,6,0.002921418054,1,0,45,0,1,0,11,11,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Classroom Calligraphy - ""Balloon""",1793,250,0.000486903009,1,6,0.002921418054,1,0,46,0,1,0,11,11,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Classroom Calligraphy - ""Mother""",1794,250,0.000486903009,1,6,0.002921418054,1,0,47,0,1,0,11,11,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Expensive Desk,1795,2952,0.9666471481,1,0.5,0.4833235741,1,0,47,0,1,0,48,48,5,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Partition,1796,2100,0.4093023241,1,0.3000000119,0.1227907021,1,0,37,0,1,0,57,57,5,0,1,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Expensive Chair,1797,1963,0.4149904847,1,0.5,0.2074952424,1,30000,18,0,1,0,37,37,5,1,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Locker Shelf,1798,2300,0.7889868617,1,0.8000000119,0.6311894988,1,0,22,0,1,0,23,23,5,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bookshelf,1799,2200,0.4385447204,1,0.8000000119,0.3508357816,1,0,34,0,1,0,23,23,5,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Expensive Plate,1800,185,0.0001740740263,1,0.6000000238,0.0001044444199,1,50000,40,0,1,0,7,7,1,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Small Plate,1801,185,0.0001007372703,1,0.6000000238,0.00006044236456,1,100,41,0,1,0,7,7,1,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Square Plate,1802,333,0.001262452803,1,0.6000000238,0.0007574717117,1,1000,44,0,1,0,7,7,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mahjong Tile,1803,51,5.85E-06,1,0.8000000119,0.000004679766131,1,0,16,0,1,0,17,17,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mahjong Tile,1804,51,5.85E-06,1,0.8000000119,0.000004679766131,1,0,17,0,1,0,17,17,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mahjong Tile,1805,51,5.85E-06,1,0.8000000119,0.000004679766131,1,0,20,0,1,0,17,17,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mahjong Tile,1806,51,5.85E-06,1,0.8000000119,0.000004679766131,1,0,21,0,1,0,17,17,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
